Region,Country,State,City,Month,Day,Year,AvgTemperature
Africa,Egypt,,Cairo,1,1,1995,59.2
Africa,Egypt,,Cairo,1,2,1995,57.5
Africa,Egypt,,Cairo,1,3,1995,57.4
Africa,Egypt,,Cairo,1,4,1995,59.3
Africa,Egypt,,Cairo,1,5,1995,58.8
Africa,Egypt,,Cairo,1,6,1995,55.7
Africa,Egypt,,Cairo,1,7,1995,57.3
Africa,Egypt,,Cairo,1,8,1995,56.5
Africa,Egypt,,Cairo,1,9,1995,57.5
Africa,Egypt,,Cairo,1,10,1995,58.5
Africa,Egypt,,Cairo,1,11,1995,54.9
Africa,Egypt,,Cairo,1,12,1995,55.1
Africa,Egypt,,Cairo,1,13,1995,58.9
Africa,Egypt,,Cairo,1,14,1995,59.2
Africa,Egypt,,Cairo,1,15,1995,55.7
Africa,Egypt,,Cairo,1,16,1995,50.5
Africa,Egypt,,Cairo,1,17,1995,52.1
Africa,Egypt,,Cairo,1,18,1995,53.6
Africa,Egypt,,Cairo,1,19,1995,52.9
Africa,Egypt,,Cairo,1,20,1995,55.2
Africa,Egypt,,Cairo,1,21,1995,55.3
Africa,Egypt,,Cairo,1,22,1995,56.1
Africa,Egypt,,Cairo,1,23,1995,56.1
Africa,Egypt,,Cairo,1,24,1995,55.6
Africa,Egypt,,Cairo,1,25,1995,57.3
Africa,Egypt,,Cairo,1,26,1995,58.5
Africa,Egypt,,Cairo,1,27,1995,57.8
Africa,Egypt,,Cairo,1,28,1995,58.2
Africa,Egypt,,Cairo,1,29,1995,58.4
Africa,Egypt,,Cairo,1,30,1995,58.9
Africa,Egypt,,Cairo,1,31,1995,56.6
Africa,Egypt,,Cairo,2,1,1995,58.1
Africa,Egypt,,Cairo,2,2,1995,58.8
Africa,Egypt,,Cairo,2,3,1995,61.1
Africa,Egypt,,Cairo,2,4,1995,56.9
Africa,Egypt,,Cairo,2,5,1995,58.5
Africa,Egypt,,Cairo,2,6,1995,55.2
Africa,Egypt,,Cairo,2,7,1995,52.6
Africa,Egypt,,Cairo,2,8,1995,54.8
Africa,Egypt,,Cairo,2,9,1995,58.6
Africa,Egypt,,Cairo,2,10,1995,60.7
Africa,Egypt,,Cairo,2,11,1995,59.9
Africa,Egypt,,Cairo,2,12,1995,59.4
Africa,Egypt,,Cairo,2,13,1995,61.4
Africa,Egypt,,Cairo,2,14,1995,59.6
Africa,Egypt,,Cairo,2,15,1995,61.3
Africa,Egypt,,Cairo,2,16,1995,63.9
Africa,Egypt,,Cairo,2,17,1995,61.0
Africa,Egypt,,Cairo,2,18,1995,60.4
Africa,Egypt,,Cairo,2,19,1995,59.9
Africa,Egypt,,Cairo,2,20,1995,60.0
Africa,Egypt,,Cairo,2,21,1995,57.3
Africa,Egypt,,Cairo,2,22,1995,57.4
Africa,Egypt,,Cairo,2,23,1995,58.6
Africa,Egypt,,Cairo,2,24,1995,61.0
Africa,Egypt,,Cairo,2,25,1995,60.2
Africa,Egypt,,Cairo,2,26,1995,63.4
Africa,Egypt,,Cairo,2,27,1995,64.0
Africa,Egypt,,Cairo,2,28,1995,61.6
Africa,Egypt,,Cairo,3,1,1995,62.3
Africa,Egypt,,Cairo,3,2,1995,63.6
Africa,Egypt,,Cairo,3,3,1995,68.2
Africa,Egypt,,Cairo,3,4,1995,71.4
Africa,Egypt,,Cairo,3,5,1995,68.1
Africa,Egypt,,Cairo,3,6,1995,65.4
Africa,Egypt,,Cairo,3,7,1995,62.5
Africa,Egypt,,Cairo,3,8,1995,64.1
Africa,Egypt,,Cairo,3,9,1995,67.4
Africa,Egypt,,Cairo,3,10,1995,66.0
Africa,Egypt,,Cairo,3,11,1995,65.9
Africa,Egypt,,Cairo,3,12,1995,59.9
Africa,Egypt,,Cairo,3,13,1995,59.4
Africa,Egypt,,Cairo,3,14,1995,71.8
Africa,Egypt,,Cairo,3,15,1995,72.2
Africa,Egypt,,Cairo,3,16,1995,62.8
Africa,Egypt,,Cairo,3,17,1995,62.5
Africa,Egypt,,Cairo,3,18,1995,65.7
Africa,Egypt,,Cairo,3,19,1995,65.0
Africa,Egypt,,Cairo,3,20,1995,61.0
Africa,Egypt,,Cairo,3,21,1995,61.6
Africa,Egypt,,Cairo,3,22,1995,62.9
Africa,Egypt,,Cairo,3,23,1995,67.7
Africa,Egypt,,Cairo,3,24,1995,60.1
Africa,Egypt,,Cairo,3,25,1995,56.3
Africa,Egypt,,Cairo,3,26,1995,56.6
Africa,Egypt,,Cairo,3,27,1995,59.9
Africa,Egypt,,Cairo,3,28,1995,63.1
Africa,Egypt,,Cairo,3,29,1995,65.2
Africa,Egypt,,Cairo,3,30,1995,64.0
Africa,Egypt,,Cairo,3,31,1995,76.2
Africa,Egypt,,Cairo,4,1,1995,65.0
Africa,Egypt,,Cairo,4,2,1995,57.4
Africa,Egypt,,Cairo,4,3,1995,54.6
Africa,Egypt,,Cairo,4,4,1995,57.7
Africa,Egypt,,Cairo,4,5,1995,59.8
Africa,Egypt,,Cairo,4,6,1995,63.8
Africa,Egypt,,Cairo,4,7,1995,69.1
Africa,Egypt,,Cairo,4,8,1995,72.8
Africa,Egypt,,Cairo,4,9,1995,73.8
Africa,Egypt,,Cairo,4,10,1995,63.3
Africa,Egypt,,Cairo,4,11,1995,60.5
Africa,Egypt,,Cairo,4,12,1995,62.1
Africa,Egypt,,Cairo,4,13,1995,67.0
Africa,Egypt,,Cairo,4,14,1995,66.1
Africa,Egypt,,Cairo,4,15,1995,69.8
Africa,Egypt,,Cairo,4,16,1995,70.0
Africa,Egypt,,Cairo,4,17,1995,78.5
Africa,Egypt,,Cairo,4,18,1995,64.7
Africa,Egypt,,Cairo,4,19,1995,65.4
Africa,Egypt,,Cairo,4,20,1995,62.3
Africa,Egypt,,Cairo,4,21,1995,64.7
Africa,Egypt,,Cairo,4,22,1995,67.5
Africa,Egypt,,Cairo,4,23,1995,66.4
Africa,Egypt,,Cairo,4,24,1995,70.6
Africa,Egypt,,Cairo,4,25,1995,71.9
Africa,Egypt,,Cairo,4,26,1995,74.5
Africa,Egypt,,Cairo,4,27,1995,78.7
Africa,Egypt,,Cairo,4,28,1995,72.6
Africa,Egypt,,Cairo,4,29,1995,70.5
Africa,Egypt,,Cairo,4,30,1995,70.1
Africa,Egypt,,Cairo,5,1,1995,73.9
Africa,Egypt,,Cairo,5,2,1995,70.6
Africa,Egypt,,Cairo,5,3,1995,69.0
Africa,Egypt,,Cairo,5,4,1995,65.8
Africa,Egypt,,Cairo,5,5,1995,71.1
Africa,Egypt,,Cairo,5,6,1995,68.7
Africa,Egypt,,Cairo,5,7,1995,67.7
Africa,Egypt,,Cairo,5,8,1995,66.3
Africa,Egypt,,Cairo,5,9,1995,68.9
Africa,Egypt,,Cairo,5,10,1995,67.5
Africa,Egypt,,Cairo,5,11,1995,70.6
Africa,Egypt,,Cairo,5,12,1995,75.9
Africa,Egypt,,Cairo,5,13,1995,77.5
Africa,Egypt,,Cairo,5,14,1995,75.6
Africa,Egypt,,Cairo,5,15,1995,74.2
Africa,Egypt,,Cairo,5,16,1995,72.4
Africa,Egypt,,Cairo,5,17,1995,68.9
Africa,Egypt,,Cairo,5,18,1995,70.3
Africa,Egypt,,Cairo,5,19,1995,82.3
Africa,Egypt,,Cairo,5,20,1995,81.3
Africa,Egypt,,Cairo,5,21,1995,73.5
Africa,Egypt,,Cairo,5,22,1995,76.8
Africa,Egypt,,Cairo,5,23,1995,79.9
Africa,Egypt,,Cairo,5,24,1995,77.9
Africa,Egypt,,Cairo,5,25,1995,76.1
Africa,Egypt,,Cairo,5,26,1995,78.1
Africa,Egypt,,Cairo,5,27,1995,77.4
Africa,Egypt,,Cairo,5,28,1995,79.8
Africa,Egypt,,Cairo,5,29,1995,77.7
Africa,Egypt,,Cairo,5,30,1995,83.1
Africa,Egypt,,Cairo,5,31,1995,80.7
Africa,Egypt,,Cairo,6,1,1995,77.4
Africa,Egypt,,Cairo,6,2,1995,81.8
Africa,Egypt,,Cairo,6,3,1995,84.6
Africa,Egypt,,Cairo,6,4,1995,80.8
Africa,Egypt,,Cairo,6,5,1995,79.2
Africa,Egypt,,Cairo,6,6,1995,80.4
Africa,Egypt,,Cairo,6,7,1995,86.8
Africa,Egypt,,Cairo,6,8,1995,85.5
Africa,Egypt,,Cairo,6,9,1995,83.9
Africa,Egypt,,Cairo,6,10,1995,83.4
Africa,Egypt,,Cairo,6,11,1995,88.6
Africa,Egypt,,Cairo,6,12,1995,88.9
Africa,Egypt,,Cairo,6,13,1995,90.0
Africa,Egypt,,Cairo,6,14,1995,93.9
Africa,Egypt,,Cairo,6,15,1995,89.9
Africa,Egypt,,Cairo,6,16,1995,84.2
Africa,Egypt,,Cairo,6,17,1995,79.1
Africa,Egypt,,Cairo,6,18,1995,82.0
Africa,Egypt,,Cairo,6,19,1995,81.7
Africa,Egypt,,Cairo,6,20,1995,83.7
Africa,Egypt,,Cairo,6,21,1995,83.7
Africa,Egypt,,Cairo,6,22,1995,80.8
Africa,Egypt,,Cairo,6,23,1995,84.4
Africa,Egypt,,Cairo,6,24,1995,80.8
Africa,Egypt,,Cairo,6,25,1995,83.8
Africa,Egypt,,Cairo,6,26,1995,84.6
Africa,Egypt,,Cairo,6,27,1995,86.6
Africa,Egypt,,Cairo,6,28,1995,92.6
Africa,Egypt,,Cairo,6,29,1995,88.7
Africa,Egypt,,Cairo,6,30,1995,88.9
Africa,Egypt,,Cairo,7,1,1995,98.9
Africa,Egypt,,Cairo,7,2,1995,87.0
Africa,Egypt,,Cairo,7,3,1995,82.1
Africa,Egypt,,Cairo,7,4,1995,82.7
Africa,Egypt,,Cairo,7,5,1995,82.4
Africa,Egypt,,Cairo,7,6,1995,86.0
Africa,Egypt,,Cairo,7,7,1995,89.2
Africa,Egypt,,Cairo,7,8,1995,86.9
Africa,Egypt,,Cairo,7,9,1995,80.9
Africa,Egypt,,Cairo,7,10,1995,79.6
Africa,Egypt,,Cairo,7,11,1995,78.7
Africa,Egypt,,Cairo,7,12,1995,79.3
Africa,Egypt,,Cairo,7,13,1995,81.1
Africa,Egypt,,Cairo,7,14,1995,83.4
Africa,Egypt,,Cairo,7,15,1995,83.4
Africa,Egypt,,Cairo,7,16,1995,81.3
Africa,Egypt,,Cairo,7,17,1995,81.8
Africa,Egypt,,Cairo,7,18,1995,81.7
Africa,Egypt,,Cairo,7,19,1995,83.9
Africa,Egypt,,Cairo,7,20,1995,82.1
Africa,Egypt,,Cairo,7,21,1995,82.0
Africa,Egypt,,Cairo,7,22,1995,82.9
Africa,Egypt,,Cairo,7,23,1995,83.1
Africa,Egypt,,Cairo,7,24,1995,83.4
Africa,Egypt,,Cairo,7,25,1995,82.6
Africa,Egypt,,Cairo,7,26,1995,83.6
Africa,Egypt,,Cairo,7,27,1995,81.7
Africa,Egypt,,Cairo,7,28,1995,85.2
Africa,Egypt,,Cairo,7,29,1995,83.0
Africa,Egypt,,Cairo,7,30,1995,84.0
Africa,Egypt,,Cairo,7,31,1995,82.7
Africa,Egypt,,Cairo,8,1,1995,80.4
Africa,Egypt,,Cairo,8,2,1995,81.9
Africa,Egypt,,Cairo,8,3,1995,84.1
Africa,Egypt,,Cairo,8,4,1995,85.2
Africa,Egypt,,Cairo,8,5,1995,83.3
Africa,Egypt,,Cairo,8,6,1995,82.1
Africa,Egypt,,Cairo,8,7,1995,81.8
Africa,Egypt,,Cairo,8,8,1995,82.4
Africa,Egypt,,Cairo,8,9,1995,83.4
Africa,Egypt,,Cairo,8,10,1995,84.2
Africa,Egypt,,Cairo,8,11,1995,85.9
Africa,Egypt,,Cairo,8,12,1995,83.4
Africa,Egypt,,Cairo,8,13,1995,83.9
Africa,Egypt,,Cairo,8,14,1995,83.0
Africa,Egypt,,Cairo,8,15,1995,79.2
Africa,Egypt,,Cairo,8,16,1995,80.2
Africa,Egypt,,Cairo,8,17,1995,82.6
Africa,Egypt,,Cairo,8,18,1995,81.8
Africa,Egypt,,Cairo,8,19,1995,82.6
Africa,Egypt,,Cairo,8,20,1995,80.8
Africa,Egypt,,Cairo,8,21,1995,83.2
Africa,Egypt,,Cairo,8,22,1995,84.0
Africa,Egypt,,Cairo,8,23,1995,78.4
Africa,Egypt,,Cairo,8,24,1995,79.0
Africa,Egypt,,Cairo,8,25,1995,82.8
Africa,Egypt,,Cairo,8,26,1995,82.6
Africa,Egypt,,Cairo,8,27,1995,85.6
Africa,Egypt,,Cairo,8,28,1995,87.1
Africa,Egypt,,Cairo,8,29,1995,86.8
Africa,Egypt,,Cairo,8,30,1995,80.8
Africa,Egypt,,Cairo,8,31,1995,79.8
Africa,Egypt,,Cairo,9,1,1995,81.1
Africa,Egypt,,Cairo,9,2,1995,80.9
Africa,Egypt,,Cairo,9,3,1995,78.2
Africa,Egypt,,Cairo,9,4,1995,77.3
Africa,Egypt,,Cairo,9,5,1995,78.3
Africa,Egypt,,Cairo,9,6,1995,80.2
Africa,Egypt,,Cairo,9,7,1995,85.3
Africa,Egypt,,Cairo,9,8,1995,89.5
Africa,Egypt,,Cairo,9,9,1995,82.6
Africa,Egypt,,Cairo,9,10,1995,80.1
Africa,Egypt,,Cairo,9,11,1995,80.1
Africa,Egypt,,Cairo,9,12,1995,79.4
Africa,Egypt,,Cairo,9,13,1995,81.6
Africa,Egypt,,Cairo,9,14,1995,81.4
Africa,Egypt,,Cairo,9,15,1995,81.2
Africa,Egypt,,Cairo,9,16,1995,79.6
Africa,Egypt,,Cairo,9,17,1995,78.8
Africa,Egypt,,Cairo,9,18,1995,80.4
Africa,Egypt,,Cairo,9,19,1995,79.1
Africa,Egypt,,Cairo,9,20,1995,78.2
Africa,Egypt,,Cairo,9,21,1995,78.2
Africa,Egypt,,Cairo,9,22,1995,80.2
Africa,Egypt,,Cairo,9,23,1995,81.3
Africa,Egypt,,Cairo,9,24,1995,85.8
Africa,Egypt,,Cairo,9,25,1995,79.2
Africa,Egypt,,Cairo,9,26,1995,76.9
Africa,Egypt,,Cairo,9,27,1995,79.8
Africa,Egypt,,Cairo,9,28,1995,84.0
Africa,Egypt,,Cairo,9,29,1995,86.7
Africa,Egypt,,Cairo,9,30,1995,80.6
Africa,Egypt,,Cairo,10,1,1995,76.8
Africa,Egypt,,Cairo,10,2,1995,78.3
Africa,Egypt,,Cairo,10,3,1995,72.4
Africa,Egypt,,Cairo,10,4,1995,71.2
Africa,Egypt,,Cairo,10,5,1995,73.5
Africa,Egypt,,Cairo,10,6,1995,74.6
Africa,Egypt,,Cairo,10,7,1995,73.9
Africa,Egypt,,Cairo,10,8,1995,72.8
Africa,Egypt,,Cairo,10,9,1995,73.0
Africa,Egypt,,Cairo,10,10,1995,71.8
Africa,Egypt,,Cairo,10,11,1995,71.4
Africa,Egypt,,Cairo,10,12,1995,72.8
Africa,Egypt,,Cairo,10,13,1995,73.1
Africa,Egypt,,Cairo,10,14,1995,71.5
Africa,Egypt,,Cairo,10,15,1995,71.2
Africa,Egypt,,Cairo,10,16,1995,74.1
Africa,Egypt,,Cairo,10,17,1995,73.5
Africa,Egypt,,Cairo,10,18,1995,74.8
Africa,Egypt,,Cairo,10,19,1995,72.7
Africa,Egypt,,Cairo,10,20,1995,70.3
Africa,Egypt,,Cairo,10,21,1995,72.4
Africa,Egypt,,Cairo,10,22,1995,74.4
Africa,Egypt,,Cairo,10,23,1995,75.8
Africa,Egypt,,Cairo,10,24,1995,73.2
Africa,Egypt,,Cairo,10,25,1995,79.9
Africa,Egypt,,Cairo,10,26,1995,79.5
Africa,Egypt,,Cairo,10,27,1995,72.2
Africa,Egypt,,Cairo,10,28,1995,69.2
Africa,Egypt,,Cairo,10,29,1995,69.7
Africa,Egypt,,Cairo,10,30,1995,67.5
Africa,Egypt,,Cairo,10,31,1995,65.8
Africa,Egypt,,Cairo,11,1,1995,66.4
Africa,Egypt,,Cairo,11,2,1995,68.8
Africa,Egypt,,Cairo,11,3,1995,72.1
Africa,Egypt,,Cairo,11,4,1995,75.6
Africa,Egypt,,Cairo,11,5,1995,77.8
Africa,Egypt,,Cairo,11,6,1995,74.2
Africa,Egypt,,Cairo,11,7,1995,68.5
Africa,Egypt,,Cairo,11,8,1995,62.1
Africa,Egypt,,Cairo,11,9,1995,66.0
Africa,Egypt,,Cairo,11,10,1995,65.7
Africa,Egypt,,Cairo,11,11,1995,62.1
Africa,Egypt,,Cairo,11,12,1995,60.7
Africa,Egypt,,Cairo,11,13,1995,60.9
Africa,Egypt,,Cairo,11,14,1995,61.4
Africa,Egypt,,Cairo,11,15,1995,63.9
Africa,Egypt,,Cairo,11,16,1995,62.7
Africa,Egypt,,Cairo,11,17,1995,65.0
Africa,Egypt,,Cairo,11,18,1995,66.4
Africa,Egypt,,Cairo,11,19,1995,66.5
Africa,Egypt,,Cairo,11,20,1995,68.5
Africa,Egypt,,Cairo,11,21,1995,63.5
Africa,Egypt,,Cairo,11,22,1995,60.4
Africa,Egypt,,Cairo,11,23,1995,55.6
Africa,Egypt,,Cairo,11,24,1995,56.1
Africa,Egypt,,Cairo,11,25,1995,55.7
Africa,Egypt,,Cairo,11,26,1995,54.8
Africa,Egypt,,Cairo,11,27,1995,57.9
Africa,Egypt,,Cairo,11,28,1995,57.5
Africa,Egypt,,Cairo,11,29,1995,59.9
Africa,Egypt,,Cairo,11,30,1995,59.9
Africa,Egypt,,Cairo,12,1,1995,63.7
Africa,Egypt,,Cairo,12,2,1995,61.6
Africa,Egypt,,Cairo,12,3,1995,61.6
Africa,Egypt,,Cairo,12,4,1995,58.6
Africa,Egypt,,Cairo,12,5,1995,60.9
Africa,Egypt,,Cairo,12,6,1995,61.4
Africa,Egypt,,Cairo,12,7,1995,63.3
Africa,Egypt,,Cairo,12,8,1995,61.1
Africa,Egypt,,Cairo,12,9,1995,57.2
Africa,Egypt,,Cairo,12,10,1995,55.7
Africa,Egypt,,Cairo,12,11,1995,56.7
Africa,Egypt,,Cairo,12,12,1995,57.9
Africa,Egypt,,Cairo,12,13,1995,58.0
Africa,Egypt,,Cairo,12,14,1995,56.1
Africa,Egypt,,Cairo,12,15,1995,58.4
Africa,Egypt,,Cairo,12,16,1995,55.5
Africa,Egypt,,Cairo,12,17,1995,56.0
Africa,Egypt,,Cairo,12,18,1995,55.8
Africa,Egypt,,Cairo,12,19,1995,52.9
Africa,Egypt,,Cairo,12,20,1995,56.8
Africa,Egypt,,Cairo,12,21,1995,55.0
Africa,Egypt,,Cairo,12,22,1995,59.3
Africa,Egypt,,Cairo,12,23,1995,58.6
Africa,Egypt,,Cairo,12,24,1995,58.8
Africa,Egypt,,Cairo,12,25,1995,56.0
Africa,Egypt,,Cairo,12,26,1995,57.2
Africa,Egypt,,Cairo,12,27,1995,57.0
Africa,Egypt,,Cairo,12,28,1995,56.3
Africa,Egypt,,Cairo,12,29,1995,58.6
Africa,Egypt,,Cairo,12,30,1995,59.8
Africa,Egypt,,Cairo,12,31,1995,60.6
Africa,Egypt,,Cairo,1,1,1996,60.6
Africa,Egypt,,Cairo,1,2,1996,64.8
Africa,Egypt,,Cairo,1,3,1996,64.3
Africa,Egypt,,Cairo,1,4,1996,60.6
Africa,Egypt,,Cairo,1,5,1996,57.5
Africa,Egypt,,Cairo,1,6,1996,55.7
Africa,Egypt,,Cairo,1,7,1996,58.0
Africa,Egypt,,Cairo,1,8,1996,60.7
Africa,Egypt,,Cairo,1,9,1996,59.1
Africa,Egypt,,Cairo,1,10,1996,58.4
Africa,Egypt,,Cairo,1,11,1996,56.7
Africa,Egypt,,Cairo,1,12,1996,57.1
Africa,Egypt,,Cairo,1,13,1996,58.0
Africa,Egypt,,Cairo,1,14,1996,56.2
Africa,Egypt,,Cairo,1,15,1996,56.4
Africa,Egypt,,Cairo,1,16,1996,55.9
Africa,Egypt,,Cairo,1,17,1996,51.5
Africa,Egypt,,Cairo,1,18,1996,51.8
Africa,Egypt,,Cairo,1,19,1996,53.1
Africa,Egypt,,Cairo,1,20,1996,54.0
Africa,Egypt,,Cairo,1,21,1996,52.4
Africa,Egypt,,Cairo,1,22,1996,52.0
Africa,Egypt,,Cairo,1,23,1996,56.5
Africa,Egypt,,Cairo,1,24,1996,53.1
Africa,Egypt,,Cairo,1,25,1996,53.2
Africa,Egypt,,Cairo,1,26,1996,60.0
Africa,Egypt,,Cairo,1,27,1996,62.3
Africa,Egypt,,Cairo,1,28,1996,60.2
Africa,Egypt,,Cairo,1,29,1996,58.9
Africa,Egypt,,Cairo,1,30,1996,58.8
Africa,Egypt,,Cairo,1,31,1996,64.4
Africa,Egypt,,Cairo,2,1,1996,61.8
Africa,Egypt,,Cairo,2,2,1996,60.3
Africa,Egypt,,Cairo,2,3,1996,57.1
Africa,Egypt,,Cairo,2,4,1996,57.2
Africa,Egypt,,Cairo,2,5,1996,59.1
Africa,Egypt,,Cairo,2,6,1996,68.2
Africa,Egypt,,Cairo,2,7,1996,71.4
Africa,Egypt,,Cairo,2,8,1996,66.4
Africa,Egypt,,Cairo,2,9,1996,63.7
Africa,Egypt,,Cairo,2,10,1996,61.7
Africa,Egypt,,Cairo,2,11,1996,59.6
Africa,Egypt,,Cairo,2,12,1996,57.0
Africa,Egypt,,Cairo,2,13,1996,61.6
Africa,Egypt,,Cairo,2,14,1996,62.3
Africa,Egypt,,Cairo,2,15,1996,59.1
Africa,Egypt,,Cairo,2,16,1996,60.3
Africa,Egypt,,Cairo,2,17,1996,58.7
Africa,Egypt,,Cairo,2,18,1996,55.8
Africa,Egypt,,Cairo,2,19,1996,58.7
Africa,Egypt,,Cairo,2,20,1996,61.3
Africa,Egypt,,Cairo,2,21,1996,59.2
Africa,Egypt,,Cairo,2,22,1996,59.7
Africa,Egypt,,Cairo,2,23,1996,69.2
Africa,Egypt,,Cairo,2,24,1996,62.2
Africa,Egypt,,Cairo,2,25,1996,60.4
Africa,Egypt,,Cairo,2,26,1996,56.2
Africa,Egypt,,Cairo,2,27,1996,55.8
Africa,Egypt,,Cairo,2,28,1996,58.6
Africa,Egypt,,Cairo,2,29,1996,71.9
Africa,Egypt,,Cairo,3,1,1996,65.1
Africa,Egypt,,Cairo,3,2,1996,59.9
Africa,Egypt,,Cairo,3,3,1996,61.8
Africa,Egypt,,Cairo,3,4,1996,64.7
Africa,Egypt,,Cairo,3,5,1996,70.5
Africa,Egypt,,Cairo,3,6,1996,56.4
Africa,Egypt,,Cairo,3,7,1996,53.0
Africa,Egypt,,Cairo,3,8,1996,60.3
Africa,Egypt,,Cairo,3,9,1996,64.8
Africa,Egypt,,Cairo,3,10,1996,60.8
Africa,Egypt,,Cairo,3,11,1996,59.0
Africa,Egypt,,Cairo,3,12,1996,60.9
Africa,Egypt,,Cairo,3,13,1996,71.3
Africa,Egypt,,Cairo,3,14,1996,75.1
Africa,Egypt,,Cairo,3,15,1996,70.6
Africa,Egypt,,Cairo,3,16,1996,70.8
Africa,Egypt,,Cairo,3,17,1996,63.6
Africa,Egypt,,Cairo,3,18,1996,60.6
Africa,Egypt,,Cairo,3,19,1996,61.9
Africa,Egypt,,Cairo,3,20,1996,62.7
Africa,Egypt,,Cairo,3,21,1996,62.7
Africa,Egypt,,Cairo,3,22,1996,62.1
Africa,Egypt,,Cairo,3,23,1996,59.0
Africa,Egypt,,Cairo,3,24,1996,55.8
Africa,Egypt,,Cairo,3,25,1996,55.7
Africa,Egypt,,Cairo,3,26,1996,56.8
Africa,Egypt,,Cairo,3,27,1996,68.3
Africa,Egypt,,Cairo,3,28,1996,75.3
Africa,Egypt,,Cairo,3,29,1996,83.7
Africa,Egypt,,Cairo,3,30,1996,68.4
Africa,Egypt,,Cairo,3,31,1996,65.9
Africa,Egypt,,Cairo,4,1,1996,71.9
Africa,Egypt,,Cairo,4,2,1996,65.6
Africa,Egypt,,Cairo,4,3,1996,67.1
Africa,Egypt,,Cairo,4,4,1996,66.4
Africa,Egypt,,Cairo,4,5,1996,69.7
Africa,Egypt,,Cairo,4,6,1996,65.6
Africa,Egypt,,Cairo,4,7,1996,69.1
Africa,Egypt,,Cairo,4,8,1996,62.9
Africa,Egypt,,Cairo,4,9,1996,62.2
Africa,Egypt,,Cairo,4,10,1996,65.5
Africa,Egypt,,Cairo,4,11,1996,65.6
Africa,Egypt,,Cairo,4,12,1996,64.0
Africa,Egypt,,Cairo,4,13,1996,65.5
Africa,Egypt,,Cairo,4,14,1996,63.6
Africa,Egypt,,Cairo,4,15,1996,74.7
Africa,Egypt,,Cairo,4,16,1996,82.5
Africa,Egypt,,Cairo,4,17,1996,66.1
Africa,Egypt,,Cairo,4,18,1996,64.3
Africa,Egypt,,Cairo,4,19,1996,70.5
Africa,Egypt,,Cairo,4,20,1996,67.4
Africa,Egypt,,Cairo,4,21,1996,61.2
Africa,Egypt,,Cairo,4,22,1996,62.3
Africa,Egypt,,Cairo,4,23,1996,61.0
Africa,Egypt,,Cairo,4,24,1996,63.2
Africa,Egypt,,Cairo,4,25,1996,63.6
Africa,Egypt,,Cairo,4,26,1996,69.4
Africa,Egypt,,Cairo,4,27,1996,72.8
Africa,Egypt,,Cairo,4,28,1996,84.4
Africa,Egypt,,Cairo,4,29,1996,80.1
Africa,Egypt,,Cairo,4,30,1996,85.7
Africa,Egypt,,Cairo,5,1,1996,84.5
Africa,Egypt,,Cairo,5,2,1996,71.3
Africa,Egypt,,Cairo,5,3,1996,72.0
Africa,Egypt,,Cairo,5,4,1996,69.1
Africa,Egypt,,Cairo,5,5,1996,74.1
Africa,Egypt,,Cairo,5,6,1996,76.1
Africa,Egypt,,Cairo,5,7,1996,78.5
Africa,Egypt,,Cairo,5,8,1996,83.2
Africa,Egypt,,Cairo,5,9,1996,78.7
Africa,Egypt,,Cairo,5,10,1996,82.0
Africa,Egypt,,Cairo,5,11,1996,89.7
Africa,Egypt,,Cairo,5,12,1996,81.4
Africa,Egypt,,Cairo,5,13,1996,77.1
Africa,Egypt,,Cairo,5,14,1996,84.9
Africa,Egypt,,Cairo,5,15,1996,72.6
Africa,Egypt,,Cairo,5,16,1996,74.5
Africa,Egypt,,Cairo,5,17,1996,76.0
Africa,Egypt,,Cairo,5,18,1996,76.0
Africa,Egypt,,Cairo,5,19,1996,71.6
Africa,Egypt,,Cairo,5,20,1996,73.5
Africa,Egypt,,Cairo,5,21,1996,78.3
Africa,Egypt,,Cairo,5,22,1996,79.7
Africa,Egypt,,Cairo,5,23,1996,81.5
Africa,Egypt,,Cairo,5,24,1996,80.6
Africa,Egypt,,Cairo,5,25,1996,80.5
Africa,Egypt,,Cairo,5,26,1996,78.8
Africa,Egypt,,Cairo,5,27,1996,78.4
Africa,Egypt,,Cairo,5,28,1996,75.4
Africa,Egypt,,Cairo,5,29,1996,83.2
Africa,Egypt,,Cairo,5,30,1996,77.4
Africa,Egypt,,Cairo,5,31,1996,77.4
Africa,Egypt,,Cairo,6,1,1996,76.3
Africa,Egypt,,Cairo,6,2,1996,73.9
Africa,Egypt,,Cairo,6,3,1996,74.6
Africa,Egypt,,Cairo,6,4,1996,73.7
Africa,Egypt,,Cairo,6,5,1996,78.0
Africa,Egypt,,Cairo,6,6,1996,77.7
Africa,Egypt,,Cairo,6,7,1996,83.7
Africa,Egypt,,Cairo,6,8,1996,84.4
Africa,Egypt,,Cairo,6,9,1996,78.7
Africa,Egypt,,Cairo,6,10,1996,76.9
Africa,Egypt,,Cairo,6,11,1996,79.8
Africa,Egypt,,Cairo,6,12,1996,82.2
Africa,Egypt,,Cairo,6,13,1996,81.2
Africa,Egypt,,Cairo,6,14,1996,82.1
Africa,Egypt,,Cairo,6,15,1996,79.6
Africa,Egypt,,Cairo,6,16,1996,78.5
Africa,Egypt,,Cairo,6,17,1996,78.0
Africa,Egypt,,Cairo,6,18,1996,76.8
Africa,Egypt,,Cairo,6,19,1996,78.8
Africa,Egypt,,Cairo,6,20,1996,78.9
